pair_id,repo,security_event_id,security_ground_truth_policy,commit,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,log_loc,log_size_bytes
34,libxml2,CVE-2015-7497,expanded_advisory_event,aef1ff4372e080f9287209a4cdc8d13a275fccaa,0,bugfix,xmlstring.c,.c,1016.0,30575.0,0.2356500408830744,0.6779933513869354,0.2047244094488189,0.0,0.2988337056763684,6.92461239604856,10.327970666480054
35,libxml2,CVE-2015-5312,expanded_advisory_event,69030714cde66d525a8884bda01b9e8f0abf8e1e,1,security,parser.c,.c,14071.0,438183.0,0.1888023953462366,0.5983494719041428,0.2179660294222159,0.21861142395416433,0.29428815190639096,9.551942286417393,12.990394192469129
35,libxml2,CVE-2015-5312,expanded_advisory_event,359083591e997470f34501b48c7e78b09f6090b1,0,bugfix,tree.c,.c,7628.0,230718.0,0.1883511472880313,0.6239852718907002,0.2362349239643419,0.12526654324502484,0.29376868905828074,8.93971205409023,12.348955798811353
36,libxml2,CVE-2015-7500,expanded_advisory_event,f1063fdbe7fa66332bbb76874101c2a7b51b519f,1,security,parser.c,.c,14100.0,438901.0,0.18894238108366124,0.598267402130835,0.21808510638297873,0.2187352073200497,0.2943366080330991,9.55400099583723,12.992031432512604
36,libxml2,CVE-2015-7500,expanded_advisory_event,2e55fbdebab606a5b326baa6661dba5acbbbed7d,0,bugfix,tree.c,.c,7628.0,230718.0,0.1883511472880313,0.6239852718907002,0.2362349239643419,0.12526654324502484,0.29376868905828074,8.93971205409023,12.348955798811353
37,libxml2,CVE-2015-8242,expanded_advisory_event,8fb4a770075628d6441fb17a1e435100e2f3b1a2,1,security,HTMLparser.c,.c,6239.0,208694.0,0.20588517159094177,0.6123508723463142,0.13399583266549125,0.1938109326219239,0.28125012360916013,8.738735461363474,12.248629134944087
37,libxml2,CVE-2015-8242,expanded_advisory_event,4c6922f763ad958c48ff66f82823ae21f2e92ee6,0,bugfix,xmlschemas.c,.c,25857.0,832217.0,0.19408159170024164,0.6026004093215444,0.16131028348222917,0.296289600533726,0.2937176473179982,10.160375309814498,13.631849704713071
38,libxml2,CVE-2016-3705,expanded_advisory_event,8f30bdff69edac9075f4663ce3b56b0c52d48ce6,1,security,parser.c,.c,14115.0,439549.0,0.1890278444496518,0.598311842146518,0.21849096705632307,0.21885888457073488,0.29449745475559913,9.55506418479516,12.993506755279325
38,libxml2,CVE-2016-3705,expanded_advisory_event,58d7a3b72516b1b16f5d72335112c9d661ede7d8,0,bugfix,tree.c,.c,8641.0,254877.0,0.18812996072615418,0.6198337887565217,0.23955560698993172,0.13793783670712614,0.2951633208274744,9.064389316491878,12.448540278283208
39,libxml2,CVE-2016-4658,expanded_advisory_event,c1d1f7121194036608bf555f08d3062a36fd344b,1,security,xpointer.c,.c,2639.0,76912.0,0.2056116080715623,0.6618489445528596,0.19477074649488443,0.0366322214245816,0.28752733034633265,7.878534196140362,11.250430191921488
